TIME_PERIOD,REF_AREA,MEASURE,COUNTRY,MEASURE_CAT,UNIT,SEX,OBS_VALUE
1/1/1981,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Total,6.7
1/1/1981,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Male,6.7
1/1/1981,CHN,Fruits supply,China,FRS,Kilogrammes per person per year,Female,6.7
1/1/1981,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Total,58.8
1/1/1981,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Male,58.8
1/1/1981,HRV,Fruits supply,Croatia,FRS,Kilogrammes per person per year,Female,58.8
1/1/1981,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Total,83.7
1/1/1981,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Male,83.7
1/1/1981,FIN,Fruits supply,Finland,FRS,Kilogrammes per person per year,Female,83.7
1/1/1981,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Total,25.3
1/1/1981,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Male,25.3
1/1/1981,IND,Fruits supply,India,FRS,Kilogrammes per person per year,Female,25.3
1/1/1981,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Total,27.7
1/1/1981,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Male,27.7
1/1/1981,IDN,Fruits supply,Indonesia,FRS,Kilogrammes per person per year,Female,27.7
1/1/1981,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Total,53.1
1/1/1981,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Male,53.1
1/1/1981,JPN,Fruits supply,Japan,FRS,Kilogrammes per person per year,Female,53.1
1/1/1981,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Total,96.5
1/1/1981,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Male,96.5
1/1/1981,NLD,Fruits supply,Netherlands,FRS,Kilogrammes per person per year,Female,96.5
1/1/1981,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Total,127.2
1/1/1981,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Male,127.2
1/1/1981,PER,Fruits supply,Peru,FRS,Kilogrammes per person per year,Female,127.2
1/1/1981,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Total,38.1
1/1/1981,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Male,38.1
1/1/1981,ROU,Fruits supply,Romania,FRS,Kilogrammes per person per year,Female,38.1
1/1/1981,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Total,30.8
1/1/1981,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Male,30.8
1/1/1981,ZAF,Fruits supply,South Africa,FRS,Kilogrammes per person per year,Female,30.8
1/1/1981,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Total,84.4
1/1/1981,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Male,84.4
1/1/1981,SWE,Fruits supply,Sweden,FRS,Kilogrammes per person per year,Female,84.4
1/1/1981,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Total,59.8
1/1/1981,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Male,59.8
1/1/1981,GBR,Fruits supply,United Kingdom,FRS,Kilogrammes per person per year,Female,59.8
1/1/1981,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Total,106.6
1/1/1981,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Male,106.6
1/1/1981,USA,Fruits supply,United States,FRS,Kilogrammes per person per year,Female,106.6
1/1/1981,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Female,63.5
1/1/1981,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Male,63.5
1/1/1981,WLD,Fruits supply,World,FRS,Kilogrammes per person per year,Total,63.5
1/1/1981,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Total,100.7
1/1/1981,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Male,100.7
1/1/1981,ARG,Protein supply,Argentina,PRS,Grammes per person per day,Female,100.7
1/1/1981,AUS,Protein supply,Australia,PRS,Grammes per person per day,Total,103.6
1/1/1981,AUS,Protein supply,Australia,PRS,Grammes per person per day,Male,103.6
1/1/1981,AUS,Protein supply,Australia,PRS,Grammes per person per day,Female,103.6
1/1/1981,CHN,Protein supply,China,PRS,Grammes per person per day,Total,54.7
1/1/1981,CHN,Protein supply,China,PRS,Grammes per person per day,Male,54.7
1/1/1981,CHN,Protein supply,China,PRS,Grammes per person per day,Female,54.7
1/1/1981,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Total,59.5
1/1/1981,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Male,59.5
1/1/1981,HRV,Protein supply,Croatia,PRS,Grammes per person per day,Female,59.5
1/1/1981,FIN,Protein supply,Finland,PRS,Grammes per person per day,Total,92.7
1/1/1981,FIN,Protein supply,Finland,PRS,Grammes per person per day,Male,92.7
1/1/1981,FIN,Protein supply,Finland,PRS,Grammes per person per day,Female,92.7
1/1/1981,IND,Protein supply,India,PRS,Grammes per person per day,Total,50.6
1/1/1981,IND,Protein supply,India,PRS,Grammes per person per day,Male,50.6
1/1/1981,IND,Protein supply,India,PRS,Grammes per person per day,Female,50.6
1/1/1981,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Total,45
1/1/1981,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Male,45
1/1/1981,IDN,Protein supply,Indonesia,PRS,Grammes per person per day,Female,45
1/1/1981,JPN,Protein supply,Japan,PRS,Grammes per person per day,Total,88.7
1/1/1981,JPN,Protein supply,Japan,PRS,Grammes per person per day,Male,88.7
1/1/1981,JPN,Protein supply,Japan,PRS,Grammes per person per day,Female,88.7
1/1/1981,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Total,95.6
1/1/1981,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Male,95.6
1/1/1981,NLD,Protein supply,Netherlands,PRS,Grammes per person per day,Female,95.6
1/1/1981,PER,Protein supply,Peru,PRS,Grammes per person per day,Total,76.5
1/1/1981,PER,Protein supply,Peru,PRS,Grammes per person per day,Male,76.5
1/1/1981,PER,Protein supply,Peru,PRS,Grammes per person per day,Female,76.5
1/1/1981,ROU,Protein supply,Romania,PRS,Grammes per person per day,Total,96.7
1/1/1981,ROU,Protein supply,Romania,PRS,Grammes per person per day,Male,96.7
1/1/1981,ROU,Protein supply,Romania,PRS,Grammes per person per day,Female,96.7
1/1/1981,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Total,73.8
1/1/1981,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Male,73.8
1/1/1981,ZAF,Protein supply,South Africa,PRS,Grammes per person per day,Female,73.8
1/1/1981,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Total,95.9
1/1/1981,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Male,95.9
1/1/1981,SWE,Protein supply,Sweden,PRS,Grammes per person per day,Female,95.9
1/1/1981,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Total,87.4
1/1/1981,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Male,87.4
1/1/1981,GBR,Protein supply,United Kingdom,PRS,Grammes per person per day,Female,87.4
1/1/1981,USA,Protein supply,United States,PRS,Grammes per person per day,Total,100.7
1/1/1981,USA,Protein supply,United States,PRS,Grammes per person per day,Male,100.7
1/1/1981,USA,Protein supply,United States,PRS,Grammes per person per day,Female,100.7
1/1/1981,WLD,Protein supply,World,PRS,Grammes per person per day,Female,81.47333333
1/1/1981,WLD,Protein supply,World,PRS,Grammes per person per day,Male,81.47333333
1/1/1981,WLD,Protein supply,World,PRS,Grammes per person per day,Total,81.47333333
1/1/1981,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Female,15.3
1/1/1981,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Male,11
1/1/1981,ARG,Share of population who are obese,Argentina,SP_OBS,Percentage of population,Total,13.2
1/1/1981,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Female,8.5
1/1/1981,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Male,8.933333333
1/1/1981,AUS,Share of population who are obese,Australia,SP_OBS,Percentage of population,Total,8.666666667
1/1/1981,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Female,0.9
1/1/1981,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Male,0.3
1/1/1981,CHN,Share of population who are obese,China,SP_OBS,Percentage of population,Total,0.6
1/1/1981,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Female,14.9
1/1/1981,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Male,8.5
1/1/1981,HRV,Share of population who are obese,Croatia,SP_OBS,Percentage of population,Total,11.9
1/1/1981,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Female,7.8
1/1/1981,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Male,6.8
1/1/1981,FIN,Share of population who are obese,Finland,SP_OBS,Percentage of population,Total,7.3
1/1/1981,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Female,0.7
1/1/1981,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Male,0.2
1/1/1981,IND,Share of population who are obese,India,SP_OBS,Percentage of population,Total,0.5
1/1/1981,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Female,0.9
1/1/1981,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Male,0.2
1/1/1981,IDN,Share of population who are obese,Indonesia,SP_OBS,Percentage of population,Total,0.6
1/1/1981,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Female,2.6
1/1/1981,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Male,0.9
1/1/1981,JPN,Share of population who are obese,Japan,SP_OBS,Percentage of population,Total,1.9
1/1/1981,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Female,6.2
1/1/1981,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Male,4
1/1/1981,NLD,Share of population who are obese,Netherlands,SP_OBS,Percentage of population,Total,5.1
1/1/1981,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Female,9.9
1/1/1981,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Male,3.8
1/1/1981,PER,Share of population who are obese,Peru,SP_OBS,Percentage of population,Total,6.8
1/1/1981,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Female,12.8
1/1/1981,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Male,7.8
1/1/1981,ROU,Share of population who are obese,Romania,SP_OBS,Percentage of population,Total,10.4
1/1/1981,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Female,17.3
1/1/1981,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Male,2.6
1/1/1981,ZAF,Share of population who are obese,South Africa,SP_OBS,Percentage of population,Total,10
1/1/1981,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Female,5.2
1/1/1981,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Male,4.9
1/1/1981,SWE,Share of population who are obese,Sweden,SP_OBS,Percentage of population,Total,5.5
1/1/1981,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Female,8.571428571
1/1/1981,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Male,6.285714286
1/1/1981,GBR,Share of population who are obese,United Kingdom,SP_OBS,Percentage of population,Total,7.428571429
1/1/1981,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Female,19.05384615
1/1/1981,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Male,14.5
1/1/1981,USA,Share of population who are obese,United States,SP_OBS,Percentage of population,Total,16.89230769
1/1/1981,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Female,8.708351648
1/1/1981,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Male,5.381269841
1/1/1981,WLD,Share of population who are obese,World,SP_OBS,Percentage of population,Total,7.119169719
1/1/1981,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Total,47.2
1/1/1981,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Male,47.2
1/1/1981,ARG,Sugar supply,Argentina,SGS,Kilogrammes per person per year,Female,47.2
1/1/1981,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Total,54.2
1/1/1981,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Male,54.2
1/1/1981,AUS,Sugar supply,Australia,SGS,Kilogrammes per person per year,Female,54.2
1/1/1981,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Total,4.8
1/1/1981,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Male,4.8
1/1/1981,CHN,Sugar supply,China,SGS,Kilogrammes per person per year,Female,4.8
1/1/1981,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Total,44.9
1/1/1981,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Male,44.9
1/1/1981,HRV,Sugar supply,Croatia,SGS,Kilogrammes per person per year,Female,44.9
1/1/1981,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Total,36.5
1/1/1981,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Male,36.5
1/1/1981,FIN,Sugar supply,Finland,SGS,Kilogrammes per person per year,Female,36.5
1/1/1981,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Total,19.7
1/1/1981,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Male,19.7
1/1/1981,IND,Sugar supply,India,SGS,Kilogrammes per person per year,Female,19.7
1/1/1981,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Total,16.8
1/1/1981,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Male,16.8
1/1/1981,IDN,Sugar supply,Indonesia,SGS,Kilogrammes per person per year,Female,16.8
1/1/1981,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Total,28.2
1/1/1981,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Male,28.2
1/1/1981,JPN,Sugar supply,Japan,SGS,Kilogrammes per person per year,Female,28.2
1/1/1981,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Total,40.9
1/1/1981,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Male,40.9
1/1/1981,NLD,Sugar supply,Netherlands,SGS,Kilogrammes per person per year,Female,40.9
1/1/1981,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Total,21.7
1/1/1981,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Male,21.7
1/1/1981,PER,Sugar supply,Peru,SGS,Kilogrammes per person per year,Female,21.7
1/1/1981,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Total,26.8
1/1/1981,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Male,26.8
1/1/1981,ROU,Sugar supply,Romania,SGS,Kilogrammes per person per year,Female,26.8
1/1/1981,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Total,40.7
1/1/1981,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Male,40.7
1/1/1981,ZAF,Sugar supply,South Africa,SGS,Kilogrammes per person per year,Female,40.7
1/1/1981,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Total,44.4
1/1/1981,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Male,44.4
1/1/1981,SWE,Sugar supply,Sweden,SGS,Kilogrammes per person per year,Female,44.4
1/1/1981,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Total,42.8
1/1/1981,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Male,42.8
1/1/1981,GBR,Sugar supply,United Kingdom,SGS,Kilogrammes per person per year,Female,42.8
1/1/1981,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Total,57
1/1/1981,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Male,57
1/1/1981,USA,Sugar supply,United States,SGS,Kilogrammes per person per year,Female,57
1/1/1981,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Female,35.10666667
1/1/1981,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Male,35.10666667
1/1/1981,WLD,Sugar supply,World,SGS,Kilogrammes per person per year,Total,35.10666667
1/1/1981,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Total,67.7
1/1/1981,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Male,67.7
1/1/1981,ARG,Vegetables supply,Argentina,VGS,Kilogrammes per person per year,Female,67.7
1/1/1981,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Total,68
1/1/1981,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Male,68
1/1/1981,AUS,Vegetables supply,Australia,VGS,Kilogrammes per person per year,Female,68
1/1/1981,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Total,55.8
1/1/1981,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Male,55.8
1/1/1981,CHN,Vegetables supply,China,VGS,Kilogrammes per person per year,Female,55.8
1/1/1981,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Total,53.6
1/1/1981,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Male,53.6
1/1/1981,HRV,Vegetables supply,Croatia,VGS,Kilogrammes per person per year,Female,53.6
1/1/1981,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Total,33.1
1/1/1981,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Male,33.1
1/1/1981,FIN,Vegetables supply,Finland,VGS,Kilogrammes per person per year,Female,33.1
1/1/1981,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Total,48.3
1/1/1981,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Male,48.3
1/1/1981,IND,Vegetables supply,India,VGS,Kilogrammes per person per year,Female,48.3
1/1/1981,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Total,16
1/1/1981,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Male,16
1/1/1981,IDN,Vegetables supply,Indonesia,VGS,Kilogrammes per person per year,Female,16
1/1/1981,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Total,123.9
1/1/1981,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Male,123.9
1/1/1981,JPN,Vegetables supply,Japan,VGS,Kilogrammes per person per year,Female,123.9
1/1/1981,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Total,75.7
1/1/1981,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Male,75.7
1/1/1981,NLD,Vegetables supply,Netherlands,VGS,Kilogrammes per person per year,Female,75.7
1/1/1981,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Total,67.8
1/1/1981,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Male,67.8
1/1/1981,PER,Vegetables supply,Peru,VGS,Kilogrammes per person per year,Female,67.8
1/1/1981,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Total,166
1/1/1981,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Male,166
1/1/1981,ROU,Vegetables supply,Romania,VGS,Kilogrammes per person per year,Female,166
1/1/1981,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Total,53.2
1/1/1981,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Male,53.2
1/1/1981,ZAF,Vegetables supply,South Africa,VGS,Kilogrammes per person per year,Female,53.2
1/1/1981,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Total,48.1
1/1/1981,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Male,48.1
1/1/1981,SWE,Vegetables supply,Sweden,VGS,Kilogrammes per person per year,Female,48.1
1/1/1981,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Total,77.8
1/1/1981,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Male,77.8
1/1/1981,GBR,Vegetables supply,United Kingdom,VGS,Kilogrammes per person per year,Female,77.8
1/1/1981,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Total,101.6
1/1/1981,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Male,101.6
1/1/1981,USA,Vegetables supply,United States,VGS,Kilogrammes per person per year,Female,101.6
1/1/1981,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Female,70.44
1/1/1981,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Male,70.44
1/1/1981,WLD,Vegetables supply,World,VGS,Kilogrammes per person per year,Total,70.44
1/1/1982,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Total,3162
1/1/1982,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Male,3162
1/1/1982,ARG,Calories supply,Argentina,CLS,Kilocalories per person per day,Female,3162
1/1/1982,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Total,3104
1/1/1982,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Male,3104
1/1/1982,AUS,Calories supply,Australia,CLS,Kilocalories per person per day,Female,3104
1/1/1982,CHN,Calories supply,China,CLS,Kilocalories per person per day,Total,2328
1/1/1982,CHN,Calories supply,China,CLS,Kilocalories per person per day,Male,2328
1/1/1982,CHN,Calories supply,China,CLS,Kilocalories per person per day,Female,2328
1/1/1982,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Total,2312
1/1/1982,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Male,2312
1/1/1982,HRV,Calories supply,Croatia,CLS,Kilocalories per person per day,Female,2312
1/1/1982,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Total,3109
1/1/1982,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Male,3109
1/1/1982,FIN,Calories supply,Finland,CLS,Kilocalories per person per day,Female,3109
1/1/1982,IND,Calories supply,India,CLS,Kilocalories per person per day,Total,2029
1/1/1982,IND,Calories supply,India,CLS,Kilocalories per person per day,Male,2029
1/1/1982,IND,Calories supply,India,CLS,Kilocalories per person per day,Female,2029
1/1/1982,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Total,2317
1/1/1982,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Male,2317
1/1/1982,IDN,Calories supply,Indonesia,CLS,Kilocalories per person per day,Female,2317
1/1/1982,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Total,2813
1/1/1982,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Male,2813
1/1/1982,JPN,Calories supply,Japan,CLS,Kilocalories per person per day,Female,2813
1/1/1982,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Total,3089
1/1/1982,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Male,3089
1/1/1982,NLD,Calories supply,Netherlands,CLS,Kilocalories per person per day,Female,3089
1/1/1982,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Total,2606
1/1/1982,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Male,2606
1/1/1982,PER,Calories supply,Peru,CLS,Kilocalories per person per day,Female,2606
1/1/1982,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Total,2971
1/1/1982,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Male,2971
1/1/1982,ROU,Calories supply,Romania,CLS,Kilocalories per person per day,Female,2971
1/1/1982,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Total,2912
1/1/1982,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Male,2912
1/1/1982,ZAF,Calories supply,South Africa,CLS,Kilocalories per person per day,Female,2912
1/1/1982,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Total,2981
1/1/1982,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Male,2981
1/1/1982,SWE,Calories supply,Sweden,CLS,Kilocalories per person per day,Female,2981
1/1/1982,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Total,3120
1/1/1982,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Male,3120
1/1/1982,GBR,Calories supply,United Kingdom,CLS,Kilocalories per person per day,Female,3120
1/1/1982,USA,Calories supply,United States,CLS,Kilocalories per person per day,Total,3191
1/1/1982,USA,Calories supply,United States,CLS,Kilocalories per person per day,Male,3191
1/1/1982,USA,Calories supply,United States,CLS,Kilocalories per person per day,Female,3191
1/1/1982,WLD,Calories supply,World,CLS,Kilocalories per person per day,Female,2802.933333
1/1/1982,WLD,Calories supply,World,CLS,Kilocalories per person per day,Male,2802.933333
1/1/1982,WLD,Calories supply,World,CLS,Kilocalories per person per day,Total,2802.933333
1/1/1982,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Total,103.9
1/1/1982,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Male,103.9
1/1/1982,ARG,Fat supply,Argentina,FTS,Grammes per person per day,Female,103.9
1/1/1982,AUS,Fat supply,Australia,FTS,Grammes per person per day,Total,116.3
1/1/1982,AUS,Fat supply,Australia,FTS,Grammes per person per day,Male,116.3
1/1/1982,AUS,Fat supply,Australia,FTS,Grammes per person per day,Female,116.3
1/1/1982,CHN,Fat supply,China,FTS,Grammes per person per day,Total,37
1/1/1982,CHN,Fat supply,China,FTS,Grammes per person per day,Male,37
1/1/1982,CHN,Fat supply,China,FTS,Grammes per person per day,Female,37
1/1/1982,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Total,68.4
1/1/1982,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Male,68.4
1/1/1982,HRV,Fat supply,Croatia,FTS,Grammes per person per day,Female,68.4
1/1/1982,FIN,Fat supply,Finland,FTS,Grammes per person per day,Total,134.9
1/1/1982,FIN,Fat supply,Finland,FTS,Grammes per person per day,Male,134.9
1/1/1982,FIN,Fat supply,Finland,FTS,Grammes per person per day,Female,134.9
1/1/1982,IND,Fat supply,India,FTS,Grammes per person per day,Total,33.8
1/1/1982,IND,Fat supply,India,FTS,Grammes per person per day,Male,33.8
1/1/1982,IND,Fat supply,India,FTS,Grammes per person per day,Female,33.8
1/1/1982,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Total,40.5
1/1/1982,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Male,40.5
1/1/1982,IDN,Fat supply,Indonesia,FTS,Grammes per person per day,Female,40.5
1/1/1982,JPN,Fat supply,Japan,FTS,Grammes per person per day,Total,72.4
1/1/1982,JPN,Fat supply,Japan,FTS,Grammes per person per day,Male,72.4
1/1/1982,JPN,Fat supply,Japan,FTS,Grammes per person per day,Female,72.4
1/1/1982,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Total,132
1/1/1982,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Male,132
1/1/1982,NLD,Fat supply,Netherlands,FTS,Grammes per person per day,Female,132
1/1/1982,PER,Fat supply,Peru,FTS,Grammes per person per day,Total,51.2
1/1/1982,PER,Fat supply,Peru,FTS,Grammes per person per day,Male,51.2
1/1/1982,PER,Fat supply,Peru,FTS,Grammes per person per day,Female,51.2
1/1/1982,ROU,Fat supply,Romania,FTS,Grammes per person per day,Total,87.9
1/1/1982,ROU,Fat supply,Romania,FTS,Grammes per person per day,Male,87.9
1/1/1982,ROU,Fat supply,Romania,FTS,Grammes per person per day,Female,87.9
1/1/1982,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Total,64.4
1/1/1982,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Male,64.4
1/1/1982,ZAF,Fat supply,South Africa,FTS,Grammes per person per day,Female,64.4
